CustomerID,Age,EmploymentStatus,AnnualIncomeUSD,FICOScore,LatePayments12M,MaxDaysPastDue12M,MonthsSinceLastDelinquency,AccountTenureMonths,UtilizationRatePct,PaymentHistoryScore,DefaultNext12M
IND0009171,26,Employed_FT,32810,634,2,57,11,22,26.3,77,0
IND0009172,42,Employed_FT,63017,784,0,0,50,50,0,100,0
IND0009173,50,Employed_FT,66818,650,0,0,144,144,46.4,91,0
IND0009174,25,Contract,85714,565,6,27,0,37,39.5,53,1
IND0009175,56,Employed_FT,45017,715,0,0,109,109,40.5,97,0
IND0009176,36,Employed_FT,65502,631,0,0,86,86,22.5,81,0
IND0009177,59,Employed_PT,31315,707,0,0,163,163,11.5,100,0
IND0009178,34,Contract,37267,505,3,84,0,53,54.1,49,1
IND0009179,27,Employed_FT,106847,516,6,53,6,25,54,49,1
IND0009180,35,Self_Employed,76429,689,0,0,59,59,40.8,84,0
IND0009181,40,Employed_FT,43592,704,0,0,78,78,21.6,98,0
IND0009182,36,Employed_FT,87277,679,0,0,37,37,40.4,73,0
IND0009183,38,Employed_FT,93640,581,5,31,9,99,41.4,60,0
IND0009184,46,Employed_FT,40590,543,6,42,17,128,35.1,59,1
IND0009185,39,Self_Employed,31422,612,0,0,66,66,45.4,78,1
IND0009186,40,Employed_FT,87841,801,0,0,152,152,0,100,0
IND0009187,18,Employed_FT,59024,733,0,0,4,4,32.6,87,0
IND0009188,46,Unemployed,9401,667,0,0,159,159,68.1,81,0
IND0009189,40,Employed_FT,106076,694,0,0,154,154,20,100,0
IND0009190,64,Employed_PT,27751,671,0,0,31,31,55.7,85,1
IND0009191,28,Employed_FT,75798,660,2,37,25,53,35.9,85,0
IND0009192,18,Student,22517,577,0,0,2,2,62.9,73,1
IND0009193,50,Self_Employed,66544,752,0,0,67,67,18.2,100,0
IND0009194,46,Self_Employed,25198,715,0,0,209,209,25.4,96,0
IND0009195,27,Employed_FT,48166,660,0,0,36,36,40.9,91,0
IND0009196,20,Unemployed,11081,627,0,0,3,3,50.6,70,0
IND0009197,63,Employed_FT,128804,790,0,0,59,59,0,100,0
IND0009198,61,Retired,35712,701,0,0,60,60,32.3,96,0
IND0009199,18,Employed_PT,60189,609,0,0,3,3,61.9,76,0
IND0009200,35,Employed_FT,33678,639,0,0,95,95,42.9,86,0
IND0009201,64,Employed_FT,88208,755,0,0,235,235,0.8,100,0
IND0009202,34,Employed_FT,47658,476,7,176,3,11,51.2,39,1
IND0009203,34,Self_Employed,145408,662,0,0,49,49,49.1,78,0
IND0009204,37,Self_Employed,31522,739,0,0,53,53,19,93,0
IND0009205,25,Employed_FT,69567,635,0,0,39,39,47.2,83,0
IND0009206,18,Student,11486,678,0,0,3,3,42,83,0
IND0009207,56,Employed_FT,160161,778,0,0,219,219,24,100,0
IND0009208,18,Student,8861,717,0,0,4,4,33.9,84,0
IND0009209,44,Self_Employed,88299,597,5,68,6,112,38.9,66,0
IND0009210,53,Employed_PT,22636,660,2,24,42,87,37.7,84,0
IND0009211,21,Contract,52935,703,0,0,9,9,0,89,0
IND0009212,28,Employed_FT,55556,771,0,0,40,40,10.2,100,0
IND0009213,58,Employed_FT,60934,695,0,0,81,81,37.9,88,0
IND0009214,48,Self_Employed,22292,672,0,0,77,77,13.1,85,0
IND0009215,32,Unemployed,14948,680,0,0,34,34,46.3,84,0
IND0009216,58,Self_Employed,47153,768,0,0,201,201,8.5,100,0
IND0009217,58,Employed_FT,49215,784,0,0,152,152,1.8,100,0
IND0009218,45,Employed_FT,35787,734,0,0,133,133,20.1,99,0
IND0009219,28,Self_Employed,30639,475,8,84,5,65,37.4,31,1
IND0009220,35,Employed_PT,38624,674,0,0,163,163,42.5,87,0
IND0009221,45,Contract,64823,653,0,0,179,179,46.4,87,0
IND0009222,38,Employed_FT,99600,804,0,0,103,103,8.4,100,0
IND0009223,54,Student,9131,644,2,21,29,160,56.5,75,0
IND0009224,20,Student,16561,735,0,0,10,10,30,93,0
IND0009225,20,Contract,29137,621,0,0,7,7,47.8,72,1
IND0009226,44,Contract,82689,656,0,0,49,49,43,90,0
IND0009227,34,Self_Employed,90975,721,0,0,62,62,19.2,95,0
IND0009228,32,Employed_PT,25494,753,1,6,25,25,8.5,98,0
IND0009229,18,Student,22182,642,0,0,2,2,45.9,78,0
IND0009230,41,Employed_FT,63639,359,12,180,0,109,69.1,8,1
IND0009231,40,Employed_FT,29779,564,0,0,36,36,49.2,70,1
IND0009232,50,Employed_FT,33737,730,0,0,256,256,21,100,0
IND0009233,42,Employed_FT,31002,537,3,101,0,215,34.8,47,1
IND0009234,39,Employed_FT,124351,652,0,0,161,161,31.1,85,0
IND0009235,57,Contract,32010,719,0,0,130,130,23.3,91,0
IND0009236,23,Employed_FT,104790,559,0,0,23,23,55.6,64,0
IND0009237,49,Self_Employed,37721,679,0,0,111,111,38.4,92,0
IND0009238,18,Employed_FT,29072,420,12,180,3,3,64.4,17,1
IND0009239,29,Employed_FT,76938,607,0,0,20,20,49,66,0
IND0009240,24,Employed_FT,81158,607,0,0,47,47,55.8,83,0
IND0009241,52,Employed_FT,81216,485,8,60,0,55,57.9,38,0
IND0009242,40,Employed_PT,47028,728,0,0,80,80,9.2,100,0
IND0009243,41,Self_Employed,49106,772,0,0,69,69,11.9,100,0
IND0009244,26,Employed_FT,82549,613,4,35,10,54,23.2,72,0
IND0009245,37,Contract,52654,683,0,0,62,62,14.1,87,0
IND0009246,30,Employed_FT,49323,636,1,27,27,27,41.9,65,0
IND0009247,46,Self_Employed,69049,659,0,0,92,92,33,86,0
IND0009248,27,Employed_FT,83995,597,0,0,30,30,30.4,64,1
IND0009249,60,Employed_PT,37604,591,0,0,138,138,53.7,70,0
IND0009250,18,Unemployed,5000,555,0,0,1,1,56.3,66,1
IND0009251,30,Employed_PT,54836,778,0,0,23,23,3.2,100,0
IND0009252,64,Employed_FT,102152,661,0,0,191,191,41,94,0
IND0009253,35,Employed_FT,39449,303,12,180,0,66,87,0,1
IND0009254,23,Contract,44513,577,5,36,3,27,40.5,57,0
IND0009255,44,Employed_FT,59927,610,0,0,169,169,58.9,71,0
IND0009256,34,Employed_FT,25737,682,0,0,50,50,28.6,86,0
IND0009257,29,Employed_PT,24110,651,0,0,20,20,27.5,100,0
IND0009258,26,Employed_FT,50261,678,0,0,18,18,36.4,84,0
IND0009259,80,Retired,47552,729,0,0,173,173,16.3,96,0
IND0009260,37,Unemployed,8260,602,4,48,10,95,41.2,75,0
IND0009261,18,Employed_PT,32841,550,3,31,0,2,36,49,0
IND0009262,62,Employed_FT,51683,724,0,0,207,207,10.8,100,0
IND0009263,50,Employed_PT,59696,756,0,0,94,94,16.2,100,0
IND0009264,30,Unemployed,19405,784,0,0,5,5,22.4,100,0
IND0009265,28,Employed_FT,107560,683,0,0,90,90,33.4,82,0
IND0009266,50,Self_Employed,209017,724,0,0,113,113,31.9,90,0
IND0009267,38,Employed_PT,79223,743,0,0,121,121,36.1,99,0
IND0009268,18,Student,7732,763,0,0,3,3,21.4,100,0
IND0009269,66,Retired,52550,695,0,0,114,114,40.6,87,0
IND0009270,35,Employed_FT,48717,740,0,0,86,86,17.5,100,0
IND0009271,62,Employed_PT,175199,707,0,0,194,194,37.3,71,0
IND0009272,59,Contract,81985,767,0,0,233,233,4.4,100,0
IND0009273,27,Employed_FT,123562,737,0,0,39,39,36.3,100,0
IND0009274,55,Contract,61625,530,3,53,6,87,54.9,58,1
IND0009275,32,Employed_PT,7688,648,0,0,5,5,22.2,76,0
IND0009276,18,Student,9140,748,0,0,4,4,26,96,0
IND0009277,35,Self_Employed,47662,729,0,0,104,104,38.3,100,0
IND0009278,47,Employed_FT,63396,780,0,0,125,125,9.7,97,0
IND0009279,35,Unemployed,15656,691,0,0,123,123,39.7,94,0
IND0009280,37,Self_Employed,89525,664,0,0,95,95,66.6,80,0
IND0009281,57,Self_Employed,20152,850,0,0,110,110,0,100,0
IND0009282,42,Self_Employed,62404,713,0,0,52,52,17.2,94,0
IND0009283,29,Self_Employed,36187,342,12,180,0,41,60.8,6,1
IND0009284,51,Contract,111770,715,0,0,113,113,43.2,87,0
IND0009285,44,Self_Employed,97903,680,0,0,27,27,36.8,82,0
IND0009286,18,Unemployed,9921,709,0,0,4,4,19.2,93,0
IND0009287,47,Self_Employed,80203,652,0,0,114,114,37.1,83,0
IND0009288,46,Employed_FT,35357,742,0,0,159,159,14,100,0
IND0009289,41,Unemployed,18998,721,0,0,77,77,47,94,0
IND0009290,53,Self_Employed,54440,672,0,0,146,146,59.6,82,1
IND0009291,32,Self_Employed,40212,706,0,0,33,33,24.6,93,0
IND0009292,46,Retired,69623,640,0,0,109,109,45.6,80,0
IND0009293,19,Student,15254,712,0,0,6,6,32.4,84,0
IND0009294,47,Employed_FT,46701,644,0,0,166,166,32.3,90,0
IND0009295,68,Retired,36707,713,0,0,183,183,31.3,85,0
IND0009296,27,Self_Employed,77383,596,4,26,7,22,32,57,0
IND0009297,30,Contract,53790,617,1,25,24,53,37.7,86,0
IND0009298,31,Student,17572,825,0,0,89,89,0,100,0
IND0009299,43,Employed_FT,37232,666,0,0,38,38,49.5,81,1
IND0009300,26,Employed_PT,14086,525,0,0,21,21,58.8,62,1
IND0009301,47,Unemployed,8886,755,1,17,40,107,5.4,100,0
IND0009302,53,Self_Employed,75004,769,0,0,282,282,21.3,100,0
IND0009303,48,Employed_FT,55227,378,12,180,7,70,73.6,10,1
IND0009304,18,Employed_FT,48058,616,0,0,2,2,44,69,0
IND0009305,55,Student,16240,739,0,0,86,86,35.5,90,0
IND0009306,54,Retired,107790,757,0,0,84,84,14.5,96,0
IND0009307,53,Self_Employed,126915,709,1,14,29,225,10.7,84,0
IND0009308,46,Unemployed,25533,668,0,0,74,74,41.4,83,0
IND0009309,44,Employed_FT,74926,584,4,17,17,20,43.7,59,0
IND0009310,55,Employed_FT,58303,365,12,180,0,55,71.9,4,1
IND0009311,68,Contract,91935,846,0,0,197,197,0,100,0
IND0009312,28,Employed_FT,60004,659,0,0,22,22,42.9,66,0
IND0009313,56,Employed_FT,105703,721,0,0,77,77,24.5,86,0
IND0009314,40,Employed_FT,41252,656,0,0,24,24,36.3,78,0
IND0009315,39,Self_Employed,117473,773,0,0,102,102,5.8,100,0
IND0009316,19,Employed_FT,60878,675,0,0,7,7,36.4,87,0
IND0009317,37,Employed_FT,28671,699,0,0,91,91,23.9,89,0
IND0009318,27,Unemployed,8854,310,12,180,0,14,66.5,6,1
IND0009319,35,Unemployed,5000,570,3,23,14,46,45,65,1
IND0009320,26,Employed_FT,49834,709,0,0,24,24,15.1,97,1
IND0009321,35,Employed_FT,62402,722,0,0,112,112,25.3,100,0
IND0009322,35,Employed_PT,13229,584,2,13,6,41,45.6,71,0
IND0009323,42,Self_Employed,58677,474,5,47,0,86,67,46,0
IND0009324,18,Employed_PT,28581,645,3,36,5,5,24.6,65,1
IND0009325,21,Employed_PT,30638,303,12,127,4,4,79.2,12,1
IND0009326,46,Employed_FT,49190,556,3,51,0,93,40.5,54,0
IND0009327,30,Employed_FT,81753,786,0,0,44,44,0,100,0
IND0009328,56,Employed_FT,79915,779,0,0,192,192,2.3,100,0
IND0009329,44,Self_Employed,58751,752,0,0,97,97,15.9,95,0
IND0009330,49,Employed_PT,15200,733,0,0,222,222,29.2,99,0
IND0009331,61,Employed_PT,28534,580,0,0,78,78,63.4,72,1
IND0009332,37,Employed_FT,82656,561,7,65,3,70,31.6,53,1
IND0009333,33,Employed_PT,18553,677,0,0,33,33,21.1,89,0
IND0009334,53,Employed_FT,59763,655,0,0,57,57,46.8,91,0
IND0009335,48,Employed_FT,64148,701,0,0,49,49,39.8,94,0
IND0009336,38,Employed_PT,62373,763,0,0,12,12,26.5,100,0
IND0009337,60,Self_Employed,76890,703,0,0,250,250,30.6,91,0
IND0009338,38,Employed_FT,70541,647,0,0,141,141,36.9,87,0
IND0009339,41,Self_Employed,75495,721,0,0,137,137,19,95,0
IND0009340,41,Unemployed,7802,587,0,0,58,58,70.1,71,0
IND0009341,28,Self_Employed,29936,617,0,0,25,25,52.9,68,0
IND0009342,42,Employed_PT,26128,651,0,0,95,95,39.4,79,0
IND0009343,61,Retired,55016,702,0,0,142,142,27.9,93,0
IND0009344,47,Employed_PT,34458,702,0,0,148,148,32.8,91,0
IND0009345,41,Self_Employed,165950,707,1,27,32,204,11.6,80,0
IND0009346,39,Employed_FT,92451,655,0,0,110,110,36.1,81,0
IND0009347,46,Employed_FT,106264,616,0,0,14,14,35.3,74,0
IND0009348,51,Self_Employed,23644,750,0,0,244,244,8.4,100,0
IND0009349,50,Employed_PT,72837,655,2,81,21,111,42,75,0
IND0009350,36,Employed_FT,75848,739,0,0,59,59,10,98,0
IND0009351,46,Student,17499,638,0,0,191,191,53.3,80,0
IND0009352,48,Employed_FT,96027,585,5,101,9,68,36,54,0
IND0009353,27,Employed_PT,28854,677,0,0,15,15,26.4,70,0
IND0009354,43,Employed_FT,40458,648,0,0,52,52,33.6,88,0
IND0009355,18,Employed_PT,60642,700,0,0,3,3,39,77,0
IND0009356,48,Contract,33115,712,0,0,162,162,22.6,93,0
IND0009357,50,Employed_FT,48043,707,0,0,59,59,34.5,100,1
IND0009358,51,Employed_FT,65335,749,0,0,30,30,18.2,88,0
IND0009359,35,Employed_FT,52215,624,2,15,24,37,58.2,65,0
IND0009360,45,Employed_FT,61234,563,4,23,0,44,40.5,60,1
IND0009361,61,Employed_PT,37656,738,0,0,154,154,15.3,97,0
IND0009362,61,Student,32868,638,0,0,58,58,24,76,0
IND0009363,41,Employed_FT,80300,690,0,0,65,65,44.4,95,0
IND0009364,43,Self_Employed,42469,702,0,0,33,33,26.2,87,0
IND0009365,57,Self_Employed,49738,695,0,0,93,93,24.1,81,0
IND0009366,20,Contract,33619,622,0,0,7,7,48.1,83,0
IND0009367,36,Unemployed,8538,592,0,0,73,73,74.2,68,1
IND0009368,60,Employed_PT,23967,476,8,51,0,151,60.9,43,1
IND0009369,55,Employed_FT,50283,809,0,0,212,212,0,100,0
IND0009370,46,Employed_FT,73425,689,0,0,183,183,31.9,96,0
IND0009371,20,Employed_PT,21772,704,0,0,7,7,14.8,97,0
IND0009372,40,Self_Employed,39017,697,0,0,98,98,39.6,89,0
IND0009373,33,Employed_PT,43349,771,0,0,95,95,12.2,100,0
IND0009374,46,Self_Employed,147065,783,0,0,91,91,0,100,0
IND0009375,30,Employed_PT,26808,672,0,0,67,67,35.2,92,0
IND0009376,27,Employed_FT,130101,653,1,16,30,44,42.3,86,0
IND0009377,18,Employed_FT,134173,533,6,113,0,4,40.7,33,1
IND0009378,58,Employed_FT,79137,627,0,0,156,156,47.4,69,0
IND0009379,35,Employed_FT,42581,598,0,0,95,95,37.4,55,0
IND0009380,43,Employed_FT,69143,669,0,0,99,99,44.5,87,0
IND0009381,41,Unemployed,5000,540,0,0,95,95,69.5,56,1
IND0009382,26,Employed_FT,44280,750,0,0,55,55,2.1,100,0
IND0009383,23,Contract,18304,737,0,0,32,32,8.3,100,0
IND0009384,27,Employed_FT,43570,632,1,20,23,26,37.4,89,0
IND0009385,31,Employed_FT,39161,736,0,0,34,34,9.2,97,0
IND0009386,46,Unemployed,16323,571,0,0,25,25,57.8,72,0
IND0009387,30,Self_Employed,38351,615,2,28,17,83,31.4,70,0
IND0009388,65,Retired,43841,550,0,0,122,122,63,73,0
IND0009389,55,Employed_FT,108533,744,0,0,187,187,17.3,98,0
IND0009390,52,Unemployed,24196,582,4,97,11,143,42.5,67,0
IND0009391,39,Employed_FT,55150,698,0,0,152,152,29.8,95,0
IND0009392,62,Self_Employed,107496,767,0,0,41,41,6.7,100,0
IND0009393,38,Employed_FT,85786,738,0,0,78,78,0,100,0
IND0009394,41,Employed_FT,115669,736,0,0,73,73,18,94,0
IND0009395,43,Employed_FT,98077,727,0,0,36,36,44.5,91,0
IND0009396,51,Self_Employed,150385,588,3,43,7,84,62.3,55,0
IND0009397,50,Employed_PT,17608,804,0,0,40,40,0,100,0
IND0009398,34,Employed_FT,45476,686,1,32,20,69,31.4,78,0
IND0009399,34,Employed_PT,51832,659,0,0,52,52,47.5,74,0
IND0009400,50,Contract,70621,583,4,16,21,49,36,66,0
IND0009401,51,Unemployed,13503,766,0,0,87,87,32.9,100,0
IND0009402,35,Employed_FT,51749,622,2,23,41,44,49.5,73,0
IND0009403,19,Student,21450,705,0,0,6,6,31.4,85,0
IND0009404,38,Contract,17200,698,0,0,74,74,29.3,88,0
IND0009405,50,Employed_FT,97070,717,0,0,100,100,45.2,83,0
IND0009406,66,Retired,54015,782,0,0,61,61,10.6,99,0
IND0009407,24,Contract,35284,696,0,0,19,19,42.3,71,0
IND0009408,35,Employed_FT,71505,658,0,0,51,51,46.5,82,0
IND0009409,36,Employed_FT,48140,606,0,0,26,26,69.7,79,0
IND0009410,60,Employed_FT,76121,709,0,0,190,190,25.7,91,0
IND0009411,41,Contract,53740,768,0,0,84,84,24.8,97,0
IND0009412,28,Employed_FT,98361,821,0,0,72,72,5.3,100,0
IND0009413,49,Unemployed,11737,490,7,64,0,60,50.8,45,0
IND0009414,35,Self_Employed,21563,664,0,0,41,41,42.1,77,0
IND0009415,24,Employed_FT,32546,714,0,0,20,20,37.9,85,0
IND0009416,29,Employed_FT,38040,710,0,0,50,50,6.9,100,0
IND0009417,65,Retired,63806,794,0,0,179,179,0,100,0
IND0009418,46,Self_Employed,108693,738,0,0,161,161,23.5,90,0
IND0009419,43,Employed_FT,127465,646,0,0,74,74,42.2,73,0
IND0009420,38,Unemployed,5818,612,0,0,55,55,62.1,73,0
IND0009421,45,Employed_FT,125026,701,0,0,124,124,4,100,0
IND0009422,45,Employed_FT,31035,756,0,0,92,92,34.8,96,0
IND0009423,45,Employed_FT,68748,692,0,0,127,127,21.8,89,0
IND0009424,43,Employed_PT,31528,602,0,0,73,73,53.8,67,0
IND0009425,53,Employed_FT,71117,638,0,0,56,56,47.1,78,1
IND0009426,41,Employed_FT,61010,710,0,0,30,30,36.5,82,0
IND0009427,27,Contract,46991,665,0,0,62,62,22.1,75,0
IND0009428,32,Self_Employed,31922,687,0,0,81,81,30.8,91,0
IND0009429,18,Employed_PT,46757,777,0,0,3,3,4.2,100,0
IND0009430,69,Retired,47734,606,0,0,57,57,54.8,72,0
IND0009431,53,Employed_PT,40100,631,2,13,19,247,31,79,0
IND0009432,29,Employed_FT,50355,633,2,26,28,49,43.9,73,0
IND0009433,37,Employed_FT,56921,622,4,19,23,122,21.1,76,1
IND0009434,32,Contract,68174,721,0,0,76,76,40.7,93,0
IND0009435,63,Employed_FT,132992,478,10,151,12,132,41.9,23,1
IND0009436,21,Employed_FT,30260,653,0,0,19,19,38.4,81,0
IND0009437,43,Employed_FT,37782,736,0,0,143,143,0,100,0
IND0009438,39,Employed_FT,60452,446,7,90,0,47,63.9,32,1
IND0009439,53,Employed_FT,60606,709,0,0,95,95,13.8,80,0
IND0009440,40,Employed_FT,60865,570,0,0,83,83,66.5,69,0
IND0009441,18,Employed_FT,51400,611,0,0,4,4,35.6,78,1
IND0009442,37,Employed_FT,65570,518,0,0,92,92,58,58,0
IND0009443,27,Employed_FT,59910,776,0,0,79,79,13.7,100,0
IND0009444,42,Unemployed,5686,646,0,0,116,116,29.7,86,0
IND0009445,61,Employed_FT,48154,669,0,0,169,169,31.1,87,0
IND0009446,18,Employed_FT,53256,711,0,0,4,4,30.3,91,0
IND0009447,30,Unemployed,5000,609,0,0,44,44,49.2,71,0
IND0009448,33,Retired,33443,512,6,62,2,114,57.4,58,0
IND0009449,36,Unemployed,14080,788,0,0,16,16,28.4,99,0
IND0009450,51,Employed_FT,71330,842,0,0,35,35,7.8,100,0
IND0009451,39,Student,15754,635,0,0,119,119,34,76,0
IND0009452,47,Contract,23996,718,0,0,10,10,5.3,100,0
IND0009453,32,Contract,29006,717,0,0,27,27,15,94,0
IND0009454,44,Employed_FT,34669,614,0,0,85,85,48,68,1
IND0009455,52,Student,24015,501,6,23,0,151,54.8,59,0
IND0009456,31,Employed_PT,111154,796,0,0,58,58,11.9,100,0
IND0009457,52,Employed_PT,19340,566,0,0,113,113,68.5,72,1
IND0009458,42,Employed_FT,74457,837,0,0,105,105,14.2,100,0
IND0009459,56,Employed_FT,49909,599,2,48,6,190,42,75,1
IND0009460,38,Student,19571,779,0,0,88,88,21.3,100,0
IND0009461,46,Employed_FT,49920,695,0,0,131,131,21.4,91,0
IND0009462,40,Employed_FT,79968,734,0,0,102,102,27.9,91,0
IND0009463,40,Contract,82871,728,0,0,172,172,14.4,100,0
IND0009464,45,Employed_FT,44540,764,0,0,98,98,13.1,100,0
IND0009465,49,Employed_FT,73569,637,0,0,99,99,39.7,71,0
IND0009466,24,Employed_FT,23738,575,0,0,46,46,60.7,69,1
IND0009467,61,Employed_FT,65825,673,0,0,78,78,47.8,84,0
IND0009468,18,Student,9394,440,11,44,0,2,61.7,30,1
IND0009469,31,Employed_FT,56384,715,0,0,82,82,33.5,94,0
IND0009470,40,Employed_FT,52033,676,0,0,110,110,36.5,86,0
IND0009471,47,Self_Employed,60751,787,0,0,177,177,15.8,100,0
IND0009472,63,Unemployed,11211,680,0,0,169,169,50.6,89,0
IND0009473,18,Employed_PT,25808,556,0,0,3,3,42.1,50,0
IND0009474,34,Employed_FT,80853,802,0,0,46,46,0.1,100,0
IND0009475,18,Student,13872,632,0,0,2,2,44.4,92,0
IND0009476,41,Contract,36829,722,0,0,65,65,32,98,0
IND0009477,45,Retired,75053,791,0,0,68,68,15.1,98,0
IND0009478,63,Employed_FT,163431,788,0,0,146,146,15.3,100,0
IND0009479,43,Employed_FT,34424,624,0,0,150,150,52.8,80,0
IND0009480,56,Self_Employed,82030,694,0,0,216,216,44.3,81,0
IND0009481,49,Employed_PT,24058,659,0,0,99,99,41.1,78,0
IND0009482,35,Employed_FT,82256,630,0,0,22,22,65.8,62,0
IND0009483,21,Employed_FT,59722,710,0,0,18,18,23.7,84,0
IND0009484,45,Employed_PT,35349,726,0,0,149,149,7.2,91,0
IND0009485,20,Contract,61304,707,0,0,7,7,26,97,0
IND0009486,59,Employed_FT,73145,805,0,0,161,161,0,100,0
IND0009487,39,Retired,91317,748,0,0,115,115,25,100,0
IND0009488,58,Employed_FT,100251,786,0,0,163,163,8.2,100,0
IND0009489,34,Employed_PT,39729,389,12,118,1,97,39.3,11,1
IND0009490,45,Self_Employed,61509,695,0,0,195,195,36.5,94,0
IND0009491,44,Employed_FT,69589,756,0,0,114,114,30.9,91,0
IND0009492,40,Self_Employed,101357,597,2,31,12,151,42.3,67,0
IND0009493,35,Employed_FT,87266,705,0,0,111,111,33.4,94,0
IND0009494,46,Employed_FT,40642,749,0,0,77,77,24,96,0
IND0009495,28,Employed_FT,66114,729,0,0,41,41,3.1,98,0
IND0009496,24,Employed_FT,74458,721,0,0,16,16,28.7,89,0
IND0009497,58,Employed_FT,73200,757,0,0,211,211,24.6,97,0
IND0009498,51,Unemployed,16501,741,0,0,186,186,29.5,99,0
IND0009499,42,Employed_FT,54713,440,12,178,9,87,48.2,17,1
IND0009500,64,Employed_FT,29037,724,2,16,36,108,16,92,0
IND0009501,37,Employed_FT,36317,721,0,0,44,44,32.2,89,0
IND0009502,60,Employed_FT,99301,603,0,0,32,32,35.5,72,0
IND0009503,43,Employed_FT,68219,798,0,0,64,64,0,100,0
IND0009504,27,Employed_FT,68108,725,0,0,45,45,30.6,72,0
IND0009505,67,Retired,41340,610,0,0,176,176,38.5,85,0
IND0009506,55,Employed_FT,45602,655,0,0,188,188,49.9,81,0
IND0009507,39,Employed_PT,23782,680,0,0,92,92,40.4,82,0
IND0009508,51,Self_Employed,86701,657,0,0,132,132,30.5,81,0
IND0009509,35,Employed_FT,78493,741,0,0,27,27,14.8,98,0
IND0009510,53,Employed_FT,171997,618,5,29,3,169,9.7,67,0
IND0009511,18,Unemployed,8595,725,0,0,5,5,17.4,98,0
IND0009512,27,Employed_FT,139590,778,0,0,67,67,16.5,94,0
IND0009513,55,Unemployed,8409,734,0,0,152,152,29.5,94,0
IND0009514,38,Employed_FT,80234,731,0,0,96,96,13.4,92,0
IND0009515,44,Employed_FT,79458,755,0,0,85,85,8.7,94,0
IND0009516,22,Employed_FT,52503,647,0,0,24,24,49.9,83,0
IND0009517,67,Self_Employed,77115,502,6,86,0,97,59.9,49,1
IND0009518,58,Employed_FT,62226,780,0,0,175,175,16.8,100,0
IND0009519,38,Employed_FT,99401,732,0,0,49,49,25.6,87,0
IND0009520,35,Employed_FT,40132,632,0,0,32,32,25.3,82,0
IND0009521,55,Unemployed,15369,613,2,10,18,237,42.6,73,0
IND0009522,69,Employed_FT,102050,592,6,76,1,105,31.8,56,0
IND0009523,54,Employed_FT,162686,843,0,0,130,130,14.1,100,0
IND0009524,71,Retired,75415,693,2,30,42,168,22.2,76,0
IND0009525,28,Employed_FT,78495,697,0,0,37,37,38.2,97,0
IND0009526,30,Employed_FT,48878,729,0,0,124,124,17.4,100,0
IND0009527,24,Employed_FT,36053,510,4,46,5,22,62.5,47,1
IND0009528,47,Self_Employed,41346,743,0,0,49,49,11.9,97,0
IND0009529,43,Employed_FT,35821,624,0,0,61,61,43.2,75,0
IND0009530,39,Employed_FT,77471,787,0,0,52,52,2.2,100,0
IND0009531,52,Self_Employed,47480,673,0,0,139,139,39.9,85,0
IND0009532,58,Employed_FT,139123,776,0,0,106,106,2.5,100,0
IND0009533,20,Student,7355,336,12,180,3,8,88.3,7,1
IND0009534,33,Employed_FT,57429,610,0,0,24,24,29.1,87,0
IND0009535,52,Employed_FT,60671,697,0,0,90,90,38.3,98,0
IND0009536,34,Contract,18086,376,12,130,0,12,50.2,6,1
IND0009537,30,Self_Employed,133225,745,0,0,68,68,29.4,99,0
IND0009538,55,Employed_FT,101223,726,0,0,103,103,36.7,95,0
IND0009539,23,Employed_FT,75060,638,0,0,43,43,32.9,75,0
IND0009540,37,Employed_FT,83084,691,0,0,38,38,19.8,90,0
IND0009541,46,Self_Employed,50090,751,0,0,96,96,7.5,100,0
IND0009542,33,Employed_FT,35957,548,0,0,23,23,77.2,59,1
IND0009543,52,Employed_FT,75941,641,0,0,238,238,33.1,86,0
IND0009544,33,Employed_FT,119875,657,0,0,44,44,28.5,86,0
IND0009545,61,Employed_FT,88821,737,0,0,151,151,8.2,99,0
IND0009546,39,Employed_PT,51535,683,0,0,164,164,35.6,87,0
IND0009547,50,Contract,43743,744,0,0,138,138,19.8,100,0
IND0009548,51,Unemployed,26165,743,0,0,209,209,7.6,90,0
IND0009549,32,Employed_FT,54567,731,0,0,52,52,35,98,0
IND0009550,18,Employed_FT,53709,593,0,0,3,3,58.9,59,0
IND0009551,46,Employed_PT,28149,733,0,0,181,181,16.4,98,0
IND0009552,42,Unemployed,20111,692,0,0,123,123,25.4,89,0
IND0009553,49,Employed_FT,119933,776,0,0,40,40,25.4,100,0
IND0009554,38,Employed_PT,15349,673,0,0,61,61,32.6,92,0
IND0009555,35,Employed_FT,106617,651,0,0,122,122,41.9,87,0
IND0009556,69,Retired,152642,748,0,0,113,113,25.8,100,0
IND0009557,20,Employed_PT,24530,695,0,0,6,6,26.6,82,0
IND0009558,51,Employed_PT,29763,618,0,0,112,112,31.4,83,0
IND0009559,33,Contract,90933,703,0,0,19,19,13.3,81,0
IND0009560,36,Employed_FT,63033,663,0,0,31,31,51.8,83,0
IND0009561,37,Employed_FT,71857,769,0,0,64,64,24.5,100,0
IND0009562,30,Employed_FT,145204,750,0,0,75,75,26.6,84,0
IND0009563,49,Employed_FT,40355,736,0,0,109,109,19.4,100,0
IND0009564,60,Employed_FT,49404,574,4,20,11,84,44.7,59,0
IND0009565,48,Employed_FT,85579,734,0,0,35,35,19.9,90,0
IND0009566,42,Unemployed,5244,767,0,0,212,212,11.2,100,0
